userId,movieId,rating,timestamp
387,2142,3.0,1094940487
340,480,5.0,848666393
470,410,4.0,849075432
599,5418,3.0,1498525228
153,40819,4.0,1525548957
304,589,5.0,891173460
587,21,4.0,953138653
393,1625,3.0,1430506286
395,367,4.0,841503656
137,903,4.0,1204859803
89,94677,2.0,1520408915
610,6281,3.5,1493845223
202,1094,4.0,974912911
474,3045,3.0,978576381
297,832,3.0,900872113
280,344,3.0,1348435808
139,4734,1.5,1453924537
157,3175,2.0,992479927
297,1249,3.0,900871748
321,316,4.0,843212439
221,3068,4.5,1119984588
200,1307,3.5,1229887127
1,2948,5.0,964982191
526,90430,5.0,1502132492
477,33794,4.0,1200940126
216,3072,4.0,975212514
259,1784,5.0,1146845322
367,3797,4.0,997814281
448,3388,2.0,1019563896
68,2840,3.5,1261623841
359,2514,0.5,1192500200
391,3418,4.0,1031030942
50,4896,2.5,1514238240
476,364,4.0,835021563
469,2693,1.0,965846239
53,1125,5.0,1237748096
249,79139,3.5,1430482931
234,1408,3.0,1004408151
563,96821,4.0,1439933255
584,364,5.0,834987843
166,6377,4.5,1190828655
380,56156,4.0,1494696372
105,117444,3.0,1446571659
41,1200,2.0,1459367478
305,1584,4.5,1530817789
305,2804,5.0,1524898025
27,2100,4.0,965149969
24,3147,4.5,1458941985
599,1390,1.0,1498797236
4,899,4.0,945079653
600,1126,4.5,1237716050
305,80489,4.0,1460135808
555,1855,2.0,978747598
414,3785,3.0,979325648
567,97913,2.5,1525288182
486,266,5.0,839537186
498,454,5.0,839197341
280,33672,4.5,1348435030
603,149,2.0,963179615
68,1307,3.5,1158531085
469,3638,3.0,965335788
590,370,2.5,1258421164
488,595,4.5,1112382772
119,96861,5.0,1437859100
491,140110,4.0,1526762922
1,3527,4.0,964982271
199,1277,4.0,940544083
515,122918,5.0,1513602063
483,527,5.0,1415579196
310,252,2.5,1078647890
339,454,4.5,1481945279
298,71205,1.5,1447517622
380,8644,5.0,1494071258
6,1082,4.0,845556278
265,608,4.0,965316088
105,59315,3.5,1446571742
64,1090,5.0,1161528856
21,2,3.5,1419795031
314,733,4.0,834957413
15,3535,3.5,1510572486
597,1955,5.0,941640505
177,1801,5.0,1435535354
24,86882,4.0,1458944025
332,5218,4.0,1352674331
500,356,4.0,1005527755
418,4993,5.0,1461865574
422,3948,2.0,989716081
506,58154,3.0,1424487238
18,157108,4.5,1485100437
606,2762,4.0,1171360350
103,81932,5.0,1462084167
306,159858,4.0,1518327380
606,2424,3.5,1171379808
45,1566,4.0,950740704
198,1394,1.0,1034196898
195,1365,3.0,1008558696
292,5103,4.0,1265679819
474,2289,3.0,1046812037
318,117849,4.5,1428013151
378,44191,4.0,1445346981
84,265,5.0,857653594
576,327,2.5,1358151538
609,185,3.0,847220937
608,2548,2.0,1117415843
332,89745,2.5,1352673707
178,5995,4.5,1163673634
198,567,1.0,1034137937
342,1013,2.0,1042821145
28,50442,2.0,1242290759
28,5055,2.5,1242289767
288,4865,3.5,1054568438
108,5466,3.0,1042841085
416,6539,2.0,1187496479
310,5481,3.5,1078649338
286,509,3.5,1119563324
204,68157,5.0,1327182882
274,6755,3.5,1197015172
517,131656,2.5,1487956081
368,1090,5.0,971273268
306,95543,3.0,1518381075
579,2599,5.0,958879901
132,60069,0.5,1329983716
587,2054,3.0,953139965
483,88163,4.0,1330911991
488,1136,5.0,1112382154
484,63131,4.0,1342299442
387,47,4.5,1094876919
318,1380,3.5,1262805015
522,2023,2.5,1253343514
263,2953,3.0,940384254
567,90647,1.5,1525290790
339,106072,2.5,1460182191
68,762,3.0,1261622750
217,3020,2.0,955941099
6,3,5.0,845554296
91,2529,4.0,1112711706
415,99114,4.5,1382470214
132,2396,3.0,1157921317
283,671,4.0,901228418
600,5339,3.5,1237763933
610,6734,2.0,1479543143
525,78499,3.5,1476476641
80,8665,5.0,1377308431
414,4327,4.0,992878211
610,56782,5.0,1493850263
89,139640,5.0,1520409330
68,68157,4.5,1252727861
602,158,3.0,840875930
514,84772,3.5,1533948955
236,2505,4.0,943015701
526,176415,3.5,1502136622
249,89753,3.5,1347887125
19,422,3.0,965711481
28,40629,2.0,1236313806
307,45722,3.5,1189455974
111,96616,4.0,1516155004
129,6365,4.0,1167375997
517,1246,2.0,1487953164
385,1225,3.0,865026316
414,5993,4.0,1073314999
132,410,3.0,1157967526
434,4886,4.5,1270604658
298,84374,0.5,1447517317
448,3263,4.0,1019131482
265,388,2.0,965318456
91,112,3.0,1112710953
368,2949,3.0,975828999
317,4034,5.0,1430598391
599,8910,2.5,1519126381
453,4025,4.0,1005966187
274,4248,1.0,1171932678
249,3408,4.0,1355677362
432,1240,3.5,1316391572
414,179819,4.5,1513958832
610,115727,5.0,1479544153
314,457,3.0,834398302
452,1222,5.0,1019580676
18,60684,3.5,1455749277
249,140711,3.0,1447719752
499,53519,3.5,1289960059
202,3703,3.0,974918472
100,4161,4.5,1100186004
131,4878,1.5,1349840594
177,3565,3.5,1435525602
58,587,4.0,847718674
405,208,4.0,1295912225
480,954,4.5,1179179186
606,1259,4.0,1171825255
160,3825,0.5,1077749012
236,2447,5.0,943015019
19,1798,1.0,965712048
390,2291,5.0,1250341961
503,2513,3.0,1335214599
212,127202,3.0,1490115213
435,48516,5.0,1366678090
307,1805,1.0,1186162633
599,912,4.0,1498499327
387,8239,4.0,1155194252
414,4234,3.0,1000995124
484,3697,2.0,1342227736
84,1304,4.0,858772999
610,103042,3.0,1493846164
517,135143,3.5,1487966240
555,3688,1.0,978823389
414,53123,4.0,1203130220
139,4886,3.0,1453924117
418,116797,4.5,1461865711
44,104,4.0,869251955
525,4975,2.5,1476479528
66,8636,5.0,1093747282
217,2302,4.0,955943856
177,54190,3.0,1435525723
301,349,4.0,1211377642
387,3221,3.0,1198139789
279,80489,4.0,1506394292
319,122904,3.5,1461352191
608,455,1.0,1117504768
182,172,3.5,1055150749
198,17,3.0,1034136028
606,1963,4.5,1171365503
480,6003,3.5,1179161261
607,1023,5.0,964744265
182,319,4.5,1057526383
135,3102,3.0,1009691612
144,6539,5.0,1136812619
534,94953,3.0,1459787999
560,58559,4.5,1469647816
212,593,3.5,1490114708
200,2054,3.0,1229886443
365,104211,3.0,1488333272
246,4848,5.0,1354124923
95,1221,5.0,1043340018
584,208,4.0,834987643
292,58299,3.0,1293562974
474,1584,3.5,1100292223
599,1960,3.5,1519125880
225,1321,4.0,949261262
313,318,3.0,1030557159
495,140715,5.0,1458637035
414,3972,3.0,991143843
22,216,4.0,1268726081
99,555,4.0,829828007
140,2764,4.0,1021899101
413,318,5.0,1484439483
135,112,4.0,1009692910
21,87232,3.5,1436989953
20,107,3.5,1054038320
480,3752,3.5,1179165324
436,596,4.0,833531134
412,2289,4.0,939114117
599,5015,2.5,1498517878
66,4079,4.5,1113190592
72,1270,4.0,1217324884
57,1608,3.0,969754509
448,59369,2.5,1476562414
438,6534,3.0,1105654721
275,3751,3.0,1049077635
225,2628,3.0,949111013
495,102407,3.0,1458636663
10,8533,5.0,1455301847
414,4848,4.0,1011370862
608,8781,3.5,1117502962
336,186,4.0,1120568049
311,589,3.0,1057854702
550,89745,5.0,1488728360
462,5747,4.5,1121921838
603,1747,5.0,963178192
330,364,3.0,1285904992
560,68237,4.0,1469652491
274,8910,3.5,1171758589
93,329,5.0,942946340
580,8360,4.0,1176756065
307,1487,2.0,1186172723
410,3052,2.0,990910776
580,1860,3.5,1167791229
380,119145,5.0,1493420508
64,762,3.0,1161559839
246,8254,4.0,1354147104
198,2875,2.0,1034139126
318,8529,3.5,1342627571
295,2986,0.5,1320064521
424,1371,1.0,1457902143
563,111113,3.0,1440786189
40,292,3.0,832059012
590,7059,3.5,1258427010
153,81591,3.0,1525548794
539,527,3.5,1332474781
274,6502,3.5,1172008226
593,1196,5.0,1181007435
195,3952,3.0,974707736
177,904,5.0,1435536832
525,2788,4.0,1476481454
256,170,4.5,1447000182
381,36401,3.5,1164877018
113,4083,4.0,980087736
610,69951,3.0,1479543356
610,7562,2.5,1479544865
365,58998,2.0,1488333194
425,468,3.5,1085490860
181,11,5.0,845469653
561,5989,3.0,1491092299
600,410,3.5,1237709186
414,594,4.0,961518937
318,8622,3.5,1448187797
474,5502,4.5,1081177369
498,292,3.0,839197282
397,750,4.0,1181967429
307,26629,1.5,1186411174
414,2019,5.0,1519593885
68,47970,4.5,1305150812
607,2080,3.0,964744628
182,44204,3.0,1146534367
226,1210,5.0,1097545652
96,1097,4.0,964773672
474,3791,3.0,1060105717
328,112175,3.0,1494211671
377,344,3.0,1340342723
372,62,3.0,874415902
555,3758,4.0,978842001
414,1792,3.0,1006186356
474,8493,3.0,1086369856
193,2858,2.5,1436558605
239,7254,3.5,1221866591
84,14,4.0,857653349
210,113378,4.5,1473966140
160,1810,3.0,1058457100
318,72011,4.0,1275832163
274,3671,4.0,1253914675
474,27882,4.0,1139939397
7,4370,4.5,1106712869
573,6539,5.0,1186589649
65,79132,4.5,1494802456
177,2141,3.0,1435535781
600,1034,2.5,1237760659
198,4011,3.0,1034207400
402,786,5.0,849598217
182,2571,5.0,1054779786
2,80489,4.5,1445715340
216,945,3.0,975212151
606,47894,4.0,1179440159
50,63312,2.0,1514891165
117,151,3.0,844163019
36,5312,4.0,1100803807
517,34072,2.5,1487955885
275,34,5.0,1049078728
200,5418,4.0,1229878516
414,3316,2.0,1216151232
606,3081,3.0,1172015235
387,2762,2.5,1212603789
199,1479,2.0,940544320
52,122886,5.0,1468051179
15,364,3.0,1510577958
187,1258,4.5,1161849677
226,648,3.5,1095662638
319,595,4.0,1461351972
89,73822,5.0,1520409356
177,1527,2.5,1435533706
352,130490,2.0,1493675273
570,2997,3.5,1181477633
100,235,1.0,1100183797
201,380,4.0,939810830
249,111113,4.0,1410001605
414,4247,2.0,1072058401
522,1210,4.0,1253344684
111,136018,2.5,1516152695
610,6296,4.5,1493847225
244,163,3.0,975091915
64,30810,5.0,1161529250
160,1597,1.0,971115356
599,3598,2.5,1498518041
122,63113,4.5,1461561761
253,29,4.5,1286643322
103,74698,2.0,1431956382
140,48516,3.0,1172255954
325,4927,3.0,1039396551
269,63,3.0,850865688
298,88163,3.0,1447517011
113,509,5.0,980051801
117,588,4.0,844162770
232,3988,2.5,1182910444
137,3198,3.5,1204863846
17,1193,4.5,1305696771
368,2391,3.0,971275527
221,3481,4.0,1111177918
610,6365,4.0,1493844872
594,2722,4.0,1108975337
608,8798,4.0,1147794828
223,4995,2.5,1226209842
462,1258,2.5,1123893567
589,25,5.0,856038816
580,457,3.0,1167791336
362,1617,4.0,1530637301
484,500,3.5,1342295859
477,348,4.0,1200943054
211,58559,4.5,1350912233
608,3034,3.0,1117491337
448,30810,3.0,1151348999
260,2122,3.5,1109409733
89,49013,3.5,1520408932
51,3388,5.0,1230931053
232,4896,3.5,1218166089
280,48516,5.0,1348436408
221,492,4.5,1111178234
599,33679,2.5,1498515263
111,5363,3.0,1516152507
317,8961,2.0,1430366047
280,1569,4.0,1348435606
561,3793,3.5,1491095221
140,3230,4.0,1055092353
221,29,4.5,1119984574
110,778,3.5,1175330233
125,91500,2.0,1474283308
210,72998,5.0,1517173098
328,899,0.5,1494212069
602,442,3.0,840875851
274,1235,4.5,1175660948
599,6664,3.0,1498525554
307,42723,0.5,1196131328
45,3408,4.0,953759873
182,4642,4.5,1054780424
308,19,1.0,1421374425
298,80463,1.5,1447598356
288,2100,4.0,975692602
474,116,3.5,1053021622
22,4995,3.5,1268727353
182,1627,3.5,1055154253
42,2571,5.0,996214210
23,778,4.0,1107341701
221,2762,3.5,1118246895
381,6564,3.0,1168664488
211,3988,3.5,1350912064
474,350,3.0,1047043549
105,9010,4.5,1447537728
18,5679,4.0,1455617626
576,1373,1.0,1358151535
115,1617,4.0,944950887
519,33679,3.5,1518478852
58,62,3.0,847718910
570,6539,3.5,1181479344
320,26555,3.5,1284251103
249,4011,4.0,1346757780
288,2122,1.0,985627198
307,3101,2.5,1186162037
144,2683,2.0,1136812151
179,786,4.0,852115325
438,1608,3.5,1105670461
350,719,3.0,864941080
564,93270,3.5,1478453978
64,1690,3.0,1161529449
212,112183,3.0,1490115406
560,80463,4.0,1469652928
304,1073,4.0,881428302
474,3735,4.0,1089063215
575,2574,3.0,926510375
58,22,3.0,847719108
68,122882,5.0,1526948311
6,293,3.0,845553660
20,3988,3.5,1054037831
447,383,5.0,836962100
380,338,3.0,1493668034
339,1997,4.0,1460868604
354,1923,4.0,1200870532
603,3219,2.0,953926202
305,107314,2.5,1519506679
221,7072,4.0,1119984230
82,1876,2.5,1084463790
296,48394,4.5,1532993936
62,3147,5.0,1521489752
16,1193,4.0,1377476813
298,8907,0.5,1447599077
199,56274,3.0,1261364710
200,2541,4.0,1229888459
89,99130,3.5,1520409565
200,54286,4.0,1229878520
480,2324,3.0,1179178048
28,69849,3.5,1277002828
202,3108,4.0,974923955
84,5060,4.0,860397176
160,924,5.0,971113925
288,4719,3.0,1014821630
28,4776,2.0,1242290187
448,3082,3.5,1173560585
606,3033,4.0,1171926608
66,2716,3.5,1093747713
542,1097,4.0,1163387020
265,1956,4.0,965316589
167,5014,4.5,1154719384
330,1610,3.5,1285905311
40,318,5.0,832058930
410,164,3.0,990909417
318,91784,4.5,1435779332
597,1172,5.0,941639635
533,66934,3.0,1424753665
420,43376,4.5,1218041110
318,6774,3.5,1414693706
274,2174,3.5,1171491595
482,3087,3.0,1105396984
564,95441,3.5,1478451803
292,1499,1.0,973817006
89,111617,3.5,1520408947
603,2539,4.0,963178528
280,31685,3.0,1348533373
591,2722,2.0,970524816
288,590,5.0,978467753
610,106100,4.0,1493845281
414,161582,5.0,1519593196
267,2706,5.0,959807161
448,102819,3.0,1490443736
421,2966,5.0,1311494939
332,7147,4.0,1352672277
475,788,4.5,1498031790
603,2959,4.0,963176105
249,73431,2.5,1401456257
226,56367,3.5,1201155329
477,1517,3.5,1200939952
489,261,4.0,1333022921
464,60832,4.0,1325590405
484,34162,4.0,1342296593
337,266,5.0,860256120
373,353,3.0,846830228
387,51077,1.5,1183962939
408,46976,4.0,1467644588
448,2523,2.0,1019133272
199,1217,5.0,940381382
68,3786,1.0,1275957676
489,172,0.5,1332774588
448,85131,1.0,1335706779
200,4014,4.0,1229887324
233,187593,2.5,1536968163
68,63082,4.5,1240092484
471,6016,4.0,1496671906
414,52281,3.5,1216146915
253,1734,5.0,1286643265
323,316,2.5,1422640409
227,919,4.0,1447209942
298,55269,2.5,1447598729
266,2968,5.0,945670679
10,5957,3.0,1455397999
313,2116,5.0,1030474930
50,109487,2.5,1527372052
219,3440,2.5,1194740448
36,3897,4.5,1100803381
177,262,4.0,1435535871
504,4022,4.0,1063644523
125,143355,3.5,1513697325
546,3942,5.0,973588747
307,38061,3.0,1186172404
405,1089,4.0,1295912277
381,1197,4.0,1164383604
590,3966,3.5,1266390152
387,6350,4.0,1143013627
261,96079,4.0,1404881492
307,833,1.0,1186172725
318,608,4.0,1414694177
1,223,3.0,964980985
292,5444,4.0,1265679947
101,2770,2.0,968440874
2,60756,5.0,1445714980
298,1278,4.0,1447585030
414,176,4.0,961438221
168,2657,4.5,1306793285
474,1036,3.0,983034060
249,380,4.0,1353800578
380,2805,3.0,1494804318
68,1517,4.0,1158531790
2,6874,4.0,1445714952
428,4306,1.0,1111523957
50,6773,3.5,1514239253
212,91658,4.0,1490115401
380,3452,4.0,1494613204
307,5266,2.0,1186163280
217,1608,4.0,955940741
246,1884,4.0,1354127279
432,527,4.5,1315243043
32,653,3.0,856736227
580,7810,3.0,1167860282
42,3146,3.0,996221653
190,4995,4.0,1504310057
47,2407,2.0,1496206799
380,31427,2.0,1494267803
480,2692,4.0,1179178092
226,8614,3.0,1097545263
437,1302,3.0,859721584
608,708,2.0,1117408394
489,33004,3.5,1332774420
424,81591,3.5,1457845648
191,314,4.0,829760898
210,179511,4.0,1537632338
356,916,4.5,1228072704
422,3175,3.0,986173759
298,96588,3.0,1466277829
64,2406,3.5,1161519733
275,2791,5.0,1049076933
84,953,3.0,858772760
474,933,3.5,1089386265
458,344,3.0,845651650
411,434,3.0,835532066
359,2987,3.5,1198112808
288,3957,2.0,979164787
64,8368,3.5,1161520296
610,1730,2.0,1479542215
167,1196,4.5,1154721847
153,56715,4.5,1525549118
103,2720,3.5,1431969711
476,158,3.0,835022346
489,4677,3.0,1333297234
32,784,3.0,856736227
609,161,3.0,847220937
534,4533,4.5,1459787996
480,45501,1.5,1179164342
20,6297,4.0,1054036670
80,94864,5.0,1377308255
274,4022,3.0,1171943586
485,329,4.0,837943293
414,6341,3.0,1095465829
339,904,4.5,1460519035
287,2291,4.0,1110230059
474,1234,4.0,1137520986
64,3552,3.0,1161559581
217,1953,3.0,955935939
140,733,3.0,942844165
610,78039,4.0,1493849501
599,8380,2.5,1519422605
84,1280,5.0,858772698
136,339,4.0,832449222
430,3054,1.0,965600070
111,4247,3.0,1516141686
132,4016,2.0,1161799351
464,1036,5.0,1325594435
168,48738,4.5,1306801919
318,32917,4.0,1484506674
414,3264,3.0,961438762
554,1207,5.0,944901745
135,1480,3.0,1009691378
559,374,1.0,845476444
406,2005,2.0,1296959207
474,7980,3.5,1092661152
28,7706,4.0,1235975729
263,1923,4.0,940384646
305,750,4.0,1460135277
559,454,3.0,845475896
300,79132,4.0,1425351826
177,46974,3.0,1435837590
380,102716,3.0,1494708837
475,87232,3.5,1498029606
249,88954,3.5,1355677521
307,2985,2.5,1189529210
610,139655,3.0,1493848639
367,3994,4.0,997813060
483,1029,2.0,1181496771
484,2706,4.0,1342295916
599,1515,1.5,1498503912
380,95510,4.0,1494635368
542,2302,4.0,1163386568
274,8241,4.0,1171491883
469,1228,5.0,965846167
277,786,4.0,861812827
600,2791,3.5,1237709428
202,590,4.0,974923177
597,1377,3.0,941730230
517,80969,4.0,1487954159
312,3732,3.0,1043176399
58,249,5.0,847719464
307,4750,0.5,1186259226
68,7438,3.0,1158531214
464,4011,4.5,1275549509
213,89582,4.5,1316195996
102,172,3.0,835876471
349,357,4.0,834751235
274,3052,4.5,1171428370
139,69481,1.0,1453924696
368,849,2.0,971277040
78,2000,4.0,1252574868
266,1732,5.0,946506300
313,2002,2.0,1030556499
567,90890,0.5,1525289931
201,2054,4.0,941212089
414,125,4.0,961438413
610,73211,4.0,1493849294
200,40819,3.5,1229887062
590,1272,4.5,1258415165
438,3896,3.5,1105665732
362,70,4.0,1530637651
594,2396,4.0,1109036956
380,93563,5.0,1493421394
244,786,4.0,975093266
610,30825,3.0,1493849366
112,593,4.0,1442535629
219,4344,2.5,1195349117
380,6537,4.0,1494071267
84,909,3.0,860397278
606,44694,4.5,1171234909
103,69140,4.0,1522172162
605,2145,3.0,1277094764
104,3671,3.5,1146222433
387,2324,4.0,1152084660
274,2078,3.0,1171759746
600,2085,3.0,1237713403
241,8638,5.0,1447536816
414,30894,2.0,1163776161
475,72998,4.5,1498030229
66,8158,4.0,1104644268
603,2512,5.0,953926692
414,51575,2.5,1216150281
376,1387,4.0,1364994473
315,2554,2.0,939922322
67,68157,4.0,1501273924
425,3081,4.0,1106483092
100,17,4.5,1100184147
570,2618,3.5,1181554465
298,48516,3.0,1447518007
274,2701,2.5,1171492707
182,4641,4.0,1054780382
318,2628,3.0,1237233292
608,849,3.0,1117504740
111,110669,4.0,1518812734
470,282,3.0,849224777
109,788,3.0,841142141
314,640,3.0,844335211
424,2571,2.0,1457842880
610,110102,4.5,1493845487
403,61323,4.5,1225243505
596,1513,3.5,1535834077
74,6552,4.0,1207500626
240,673,5.0,849123370
42,19,2.0,996256258
351,64622,3.5,1328290649
305,4776,4.5,1460324015
