userId,movieId,rating,timestamp
267,3527,4.0,959807517
274,1206,4.5,1171409259
318,19,3.5,1262805276
580,1049,2.5,1167792605
357,8368,4.5,1348610726
27,455,3.0,962685569
196,457,3.5,1460954185
298,1200,4.0,1447584725
382,7324,3.5,1515173711
136,432,3.0,832449365
610,88163,4.0,1493845317
352,1206,3.5,1493931988
593,912,5.0,1181008487
490,69122,3.0,1324374205
91,1387,5.0,1112713407
315,1949,3.0,939920661
19,849,2.0,965704033
182,3521,4.5,1054780394
462,6966,4.0,1138343596
520,5459,4.0,1326610387
579,2018,3.0,958881086
477,2291,2.5,1200941247
298,4995,3.0,1447598113
305,66371,5.0,1463503071
387,4426,3.0,1152433944
438,216,3.0,1106189341
560,6119,4.0,1469675875
324,3910,4.0,974906585
606,33493,4.0,1171310221
610,5449,2.5,1493849399
593,1086,3.5,1181007247
514,1982,4.0,1534052662
610,8781,3.0,1493849106
314,442,2.0,834398583
232,8362,3.0,1218167796
567,122898,2.0,1525288625
151,813,4.0,855948256
462,1214,3.0,1154037840
318,51662,3.5,1256504090
232,44022,3.0,1182909752
477,780,4.0,1200939639
103,8636,3.0,1431957433
13,305,1.0,987456968
466,6373,4.0,1439915410
480,4571,4.0,1179178380
469,1370,2.0,965334279
524,552,4.0,851608897
514,2517,3.0,1534086726
274,48385,4.0,1173845733
210,7454,4.5,1527266076
215,1479,3.0,1260905480
380,84944,5.0,1493420820
275,461,1.0,1049078900
339,7458,3.0,1460183599
288,2473,2.0,975692853
566,551,1.0,849006071
387,1089,4.5,1094875279
175,8911,5.0,1234189764
387,26776,3.5,1131921594
226,316,2.5,1097545271
480,2918,4.0,1179161744
339,86332,2.5,1460182467
307,4247,2.5,1186172619
382,135143,4.0,1515162207
520,19,1.0,1326609359
354,527,4.0,1200869818
562,88163,5.0,1368896635
414,4498,3.0,1008691115
489,1924,4.0,1333659199
456,1073,3.0,856883349
566,11,5.0,849005826
199,2791,5.0,1023654612
34,2762,3.0,1162050482
448,4718,3.0,1178981442
220,912,5.0,1230061664
448,1394,3.0,1019127258
330,1196,5.0,1285904568
182,1584,0.5,1054779865
188,2206,5.0,962560423
480,2973,4.5,1179161310
428,535,1.5,1111523576
377,1215,5.0,1340345437
89,78142,4.5,1520409453
111,136471,3.5,1518812095
561,4816,3.0,1491094484
169,4951,4.5,1059428641
420,2683,4.5,1218207254
294,357,2.0,966595458
63,106696,5.0,1443461176
117,34,3.0,844163454
182,3826,2.5,1055153883
318,79695,3.0,1325441990
539,69122,5.0,1332475184
448,599,5.0,1265660460
323,32,2.5,1422640375
561,110553,2.0,1491091565
260,7564,4.5,1109410469
599,1791,3.0,1519244905
599,81845,3.0,1498521335
222,99145,3.5,1391347837
1,3578,5.0,964980668
68,2947,3.5,1158533350
305,53464,3.0,1460136770
135,589,4.0,1009691144
219,2353,3.0,1194681117
167,36529,1.0,1154719336
346,912,4.5,1125857764
325,1234,4.0,1039398929
599,1407,2.5,1498517178
323,3247,3.0,1422640634
234,720,2.0,1004409347
221,27846,5.0,1118246581
474,6810,3.5,1089386591
448,117895,1.0,1476616373
7,3408,4.5,1106712549
140,1957,5.0,942841652
580,3267,4.0,1167791444
368,1408,3.0,971274725
21,31433,3.5,1427558524
509,4700,3.5,1436000446
268,719,3.0,940182766
414,55765,4.0,1194973915
6,352,3.0,845555382
68,7360,4.5,1158534762
232,53127,0.5,1209068728
610,8784,3.5,1493845088
168,68157,5.0,1306801912
479,2100,2.0,1039360680
352,164179,3.0,1493674742
603,1228,5.0,953927628
12,3668,5.0,1247264220
477,1333,4.0,1200941567
414,30812,3.5,1216146615
606,3920,4.0,1171328086
473,2596,4.0,1169352596
381,2761,4.5,1164383681
34,6387,4.5,1166463791
474,5177,3.0,1100292027
298,97921,3.0,1447560613
438,34150,3.0,1120969146
580,2716,4.0,1167861590
560,91353,3.5,1469652062
359,6377,4.5,1198113099
63,48780,3.5,1443200478
414,2806,2.0,1026225670
452,2600,4.0,1019580705
484,1644,3.0,1342297778
414,2329,5.0,961516921
559,596,3.0,845476276
24,8784,3.0,1458941029
414,3536,4.0,972915654
326,48774,4.5,1325708337
28,3169,2.5,1234337236
368,315,2.0,975830160
170,207,3.0,840473310
560,741,4.0,1469654372
202,1090,5.0,974912698
599,57640,3.5,1498501083
88,4993,5.0,1331421804
296,65261,5.0,1532994005
414,3269,3.0,961514310
63,1148,5.0,1443348398
113,74,3.0,980051922
156,2294,3.0,940018188
96,2289,5.0,964773041
391,2762,2.0,1030944152
156,1230,5.0,946799250
380,130634,3.0,1508109656
391,356,5.0,1031030749
156,2239,5.0,946799476
226,5377,4.0,1114838981
412,17,5.0,939136944
398,4973,5.0,1311207812
475,1356,5.0,1498031794
141,1198,3.0,1513129799
23,6234,3.5,1107342139
357,6331,4.5,1348612791
27,661,3.0,962685569
543,51255,3.0,1377068807
6,135,3.0,845554987
27,2046,4.0,962685470
288,1246,3.0,979163971
554,923,2.0,944901414
198,4146,1.0,1034135389
434,1246,4.0,1271039472
462,3462,3.5,1123893781
303,1584,3.5,1053302767
376,2012,5.0,1364994520
118,1221,5.0,944924276
102,586,4.0,835877270
448,111659,2.5,1431189563
390,1186,1.5,1250274232
599,26555,2.0,1519183427
202,1234,5.0,974923681
414,51255,3.5,1216146970
84,194,4.0,857653756
606,4977,3.5,1171836307
608,2294,4.0,1117504660
503,4878,2.5,1335219513
531,3699,3.0,1032961914
212,55247,3.5,1490115655
474,41863,3.5,1150143016
448,8138,0.5,1101557729
239,8360,4.0,1221147998
292,4232,4.0,1017364566
597,2912,4.0,940360674
156,367,3.0,946799769
68,4388,2.0,1261624024
18,5459,2.5,1455050758
243,377,5.0,837155229
62,2953,3.5,1525636880
414,7884,4.0,1158355392
401,32031,3.5,1514346939
600,2672,3.5,1237715891
431,552,2.5,1267051821
236,2580,5.0,943015701
93,150,5.0,942947377
167,3408,3.5,1154718990
71,24,2.0,864740028
427,5127,4.0,1053071316
599,104017,0.5,1519369145
232,48783,3.5,1170903292
140,31225,3.0,1124825558
432,1036,2.0,1316391605
414,2402,3.0,961512658
321,5,3.0,843212719
414,2371,4.0,961595806
438,8977,1.0,1105649632
587,534,4.0,953142295
326,46723,4.5,1322251658
140,47644,3.5,1172255988
135,4027,3.0,1009692509
82,589,4.5,1084467724
146,5810,3.5,1312508869
182,3317,4.0,1054781218
577,2410,3.0,945978570
68,88125,4.5,1312685412
501,707,4.0,844974237
111,7285,3.5,1516141854
181,477,3.0,845470321
210,95167,3.0,1517173079
226,4571,5.0,1095711703
509,50601,2.5,1435996098
588,350,3.0,839317559
68,736,4.0,1158532066
571,1278,4.0,966900180
115,2841,4.0,959800880
391,296,5.0,1030827757
115,2427,2.0,957647396
105,166183,5.0,1526208038
414,866,5.0,961513862
122,77866,3.5,1461562672
532,111,4.0,1025523322
68,3675,4.0,1180915725
68,1265,2.5,1158531759
282,73017,2.5,1378488999
395,527,2.0,841503819
414,2615,2.0,961515355
105,1243,3.0,1448196240
307,49314,3.0,1192631788
475,31696,4.0,1498030809
414,1293,3.0,961517101
105,922,4.0,1448195659
46,236,4.0,834788227
217,1254,3.0,955941875
88,2478,3.5,1331420236
249,117529,3.5,1437392009
214,66,3.0,853938014
393,1199,5.0,1430506349
448,131714,1.5,1460395876
407,1196,4.0,1424349169
217,153,2.0,955941233
68,361,3.5,1269123000
381,733,3.5,1164877294
414,588,4.0,961438199
610,152372,3.5,1493848841
313,2117,5.0,1030474778
469,2403,4.0,965334518
339,89904,4.5,1460518749
187,8607,4.0,1161849932
111,78209,5.0,1516151469
560,3826,4.0,1469654193
489,8641,4.0,1333022772
461,1961,3.5,1505935246
610,735,4.5,1495959067
149,1037,3.0,902085141
140,2268,4.0,942842265
57,10,3.0,965798286
282,1466,4.5,1378491710
203,349,4.0,1390095355
19,2002,3.0,965707724
339,97304,4.0,1460346654
274,1920,3.5,1171827586
225,3253,4.0,949111556
19,2900,2.0,965703885
307,34323,3.0,1186259161
414,47970,4.0,1168364716
21,81229,3.5,1419795367
249,3536,3.5,1354107104
63,2542,4.5,1443200956
458,21,5.0,845653030
232,4367,3.5,1218165637
210,184053,2.0,1517429989
105,4865,4.0,1446750019
577,1210,4.0,945965737
182,436,3.5,1055153811
438,21,3.5,1105666251
105,147286,5.0,1526207037
178,25,4.5,1164355401
590,8807,2.5,1267236744
314,110,4.0,834241459
20,5507,0.5,1054147297
19,12,1.0,965705347
64,1203,5.0,1161565961
83,4993,4.0,1332840088
280,67087,4.0,1348433958
125,1193,5.0,1474141468
322,2302,3.5,1217676772
352,1464,3.0,1493673973
129,4447,3.5,1167377734
16,4973,4.0,1377476860
325,4848,4.0,1039396639
199,1208,5.0,940379738
227,778,5.0,1447189556
123,116797,4.5,1447292250
239,1954,3.5,1221159123
42,296,5.0,996214107
152,6016,4.5,1450572447
424,51540,3.0,1457901982
448,89305,4.0,1472497292
390,2872,2.0,1250274352
522,2706,3.0,1253345781
453,3896,3.0,972621091
599,4890,2.5,1498515030
448,160438,2.0,1498162889
276,728,4.0,858350916
404,110,4.0,838375832
111,8533,2.5,1516141086
33,497,4.0,939646939
243,44,4.0,837155345
517,45447,0.5,1488397953
42,1617,2.0,996218105
91,172,4.5,1112713688
477,3977,0.5,1200941300
43,594,5.0,848994152
57,2916,4.0,965796763
371,6283,4.5,1407692888
374,480,4.0,849089125
328,52281,2.0,1494211912
325,5544,4.0,1039396626
334,1270,3.5,1225480778
414,3729,3.0,961437670
232,8968,3.0,1218167641
577,1356,3.0,945965866
135,3248,1.0,1009692406
64,4306,3.5,1161520021
195,1466,4.0,974709770
599,2718,1.5,1498504000
292,318,5.0,990062572
28,59369,4.0,1234338711
603,597,3.0,954482687
177,661,3.0,1435534652
594,6975,0.5,1108950724
249,6242,4.0,1440669320
246,81845,5.0,1354126212
298,52319,3.0,1447560201
380,2076,5.0,1494803781
249,84942,3.5,1369396933
200,47,4.0,1229885752
572,1672,4.0,945890565
597,281,5.0,941641805
232,56367,4.5,1206992376
220,208,0.5,1230061437
400,318,5.0,1498870167
195,2599,2.0,974706332
119,51077,3.5,1455448458
448,114935,4.0,1460142912
444,595,4.0,832669131
50,1252,4.0,1523039137
45,4734,5.0,1020802962
68,2324,2.5,1218678993
5,253,3.0,847435292
480,43460,4.0,1179163605
184,119145,5.0,1537099589
45,593,4.0,951756812
351,4878,3.5,1333037601
397,6993,4.5,1181967291
105,81932,4.0,1446572133
19,671,2.0,965703674
255,3501,1.0,1005717433
135,742,4.0,1009691432
232,69436,3.0,1247191068
409,1225,5.0,969059617
89,7297,3.5,1520409072
596,5464,3.0,1535708589
448,142448,3.0,1472492996
475,19,4.0,1498031776
503,593,3.5,1335219285
210,134130,4.5,1473881905
6,209,3.0,845556106
186,2174,3.0,1031087641
258,2762,4.5,1534892563
62,118696,4.0,1523111252
304,2396,4.0,918377405
239,6502,5.0,1221147935
20,3300,3.0,1054147217
368,1037,3.0,971277081
600,2699,2.5,1237710499
334,7361,4.0,1225478956
603,156,2.0,963178259
57,3386,3.0,972173759
372,358,2.0,874416880
187,25825,4.5,1180302171
412,950,5.0,939115121
525,1022,3.0,1476478228
522,79008,4.5,1399611207
143,7444,5.0,1444881020
25,116797,5.0,1535470507
288,3793,3.5,1054569529
385,62,3.0,836844635
18,8368,3.5,1456923938
217,1037,3.0,955941344
57,162,4.0,972172280
260,296,4.5,1109410729
103,31658,4.5,1431969137
42,436,4.0,996220726
448,6514,0.5,1262200449
474,4672,3.5,1053021423
599,505,1.0,1519184346
380,1,5.0,1493420345
45,53993,4.5,1193288839
560,6539,3.5,1469647825
483,4975,2.0,1178358699
148,88125,4.0,1482548673
525,2087,3.0,1476478216
490,86345,4.0,1328200213
24,7143,4.0,1458941625
280,3146,2.0,1347604901
555,3394,3.0,978823250
246,6942,5.0,1354126246
436,174,2.0,833530268
414,61323,3.5,1273976922
104,588,4.0,1048589315
292,5378,3.0,1039914974
91,1219,5.0,1112710880
199,8949,3.5,1104698183
380,173,4.0,1493420577
483,91128,4.0,1415577581
118,153,2.0,944923703
105,100553,4.5,1446572398
356,1653,4.5,1229143682
20,6170,4.0,1054036780
200,34162,4.0,1229886857
19,2490,3.0,965711184
301,733,0.5,1211377705
136,440,5.0,832449786
387,7327,4.5,1123218058
304,258,4.0,891174024
166,1784,3.5,1188774078
95,541,5.0,1043340455
425,4901,4.0,1085491133
414,5971,5.0,1039531016
294,3268,1.0,966597308
328,551,2.0,1494212065
182,2710,4.5,1063284735
474,2791,4.0,975172982
318,64497,3.0,1529771723
599,736,2.5,1498518451
274,68157,5.0,1253913692
369,3752,3.5,1237082832
169,4018,4.5,1059494065
109,528,3.0,841275665
276,784,5.0,858350672
266,541,5.0,944941046
216,921,4.0,975212308
606,6787,3.5,1171405345
186,4306,5.0,1031080851
287,2195,1.5,1110230848
599,314,2.5,1519259227
115,3175,4.0,965425216
266,1883,1.0,945669162
532,858,5.0,1025523642
513,5952,3.0,1159980557
380,4638,4.0,1494528266
287,1411,3.5,1110231233
235,161,3.0,841422371
483,2105,3.5,1327277646
590,2571,4.0,1258419539
42,3552,4.0,996258468
135,2763,4.0,1009691307
603,1997,4.0,953925513
606,3391,3.0,1171812141
292,1917,3.0,1219625193
387,3396,4.0,1094876623
353,330,2.0,831940409
599,26283,3.0,1519136610
376,339,4.0,1364994353
43,419,5.0,848994374
394,344,2.0,838994173
336,1246,4.5,1139046758
414,4672,2.0,1024928520
608,7373,5.0,1117502996
89,1307,2.5,1520408349
135,4553,4.0,1009691588
474,3468,3.5,1137521002
380,6539,5.0,1493419904
448,3386,3.0,1019137698
603,1225,4.0,953927685
600,527,3.0,1237857081
7,648,4.0,1106635981
249,48516,5.0,1346757793
249,5445,4.0,1346847731
428,6104,4.0,1111525855
480,3275,4.5,1179160935
527,1587,5.0,1033176045
313,4133,3.0,1030475516
182,7371,4.5,1085148102
350,95,3.0,864940931
307,2109,3.0,1186163145
292,2701,3.0,1015374698
356,3809,5.0,1242881849
245,912,3.0,951182649
438,30825,3.0,1105649602
57,3020,4.0,969754552
517,260,3.5,1487957618
45,1,4.0,951170182
64,5816,3.5,1161520344
68,2094,3.5,1230498548
115,653,2.0,944953733
448,4010,4.0,1019128227
187,318,3.0,1161849921
232,58156,3.0,1213901692
305,47,4.0,1460135569
140,4623,4.0,1039547791
386,173,2.0,842613693
387,541,4.5,1094876108
448,4564,3.0,1019141546
15,79132,3.5,1510571930
385,1022,3.0,842892370
217,141,3.0,955944022
183,2947,4.0,992331435
290,1252,5.0,974937943
18,1676,3.5,1455735650
219,2232,4.0,1194681505
298,34336,0.5,1459435696
139,5463,1.5,1453925100
477,923,4.0,1200940534
353,432,3.0,831939750
397,6016,4.0,1181967357
83,1270,3.5,1333842036
610,69516,3.0,1479544468
249,4270,3.5,1415415333
244,457,5.0,975090685
377,2072,3.5,1340342098
525,106889,4.0,1476477309
387,2321,3.5,1094877820
414,55830,3.5,1273977473
307,3578,3.5,1186161400
103,86815,3.5,1431956596
129,31184,4.5,1167378126
292,3360,3.5,1265679538
414,196,3.0,961515354
288,1214,3.0,976137780
479,4886,5.0,1039367856
380,4735,3.0,1494529465
434,1527,5.0,1270604845
294,852,3.0,966596115
100,539,4.5,1100184295
522,82459,4.5,1399611165
425,1407,3.0,1085490364
603,1569,1.0,954482630
380,3740,5.0,1494804237
368,2013,4.0,975829427
368,1833,2.0,975829568
343,4993,5.0,1202060823
599,2421,3.0,1498615470
21,112006,3.5,1418063411
474,2794,2.5,1069686876
16,1704,3.5,1377477954
464,2329,5.0,1275548577
497,131739,3.0,1429127171
555,88,4.0,980126008
232,3809,3.5,1078875782
378,7153,4.5,1445345878
66,1616,3.0,1113188502
307,7448,3.0,1186258658
288,2080,3.0,976139964
482,6810,1.0,1105396773
2,74458,4.0,1445714926
533,2918,3.5,1424753690
474,1221,5.0,983033120
356,2706,3.5,1229142931
121,296,4.0,847655899
149,2094,3.0,902084966
318,30810,4.5,1424546831
352,97938,4.0,1493932034
68,4734,3.0,1158533562
159,480,3.0,1508640163
242,316,3.0,834073098
73,35836,2.5,1464197105
182,5943,2.5,1055156282
56,364,5.0,835799253
419,79677,3.5,1321854992
83,5349,2.5,1333842608
603,2057,4.0,963177240
448,778,4.0,1489334885
352,6502,5.0,1493931956
305,117529,3.0,1460134878
560,8874,4.5,1469648048
122,39183,5.0,1461562085
346,8507,3.5,1094651381
560,3253,3.5,1469654325
232,65088,3.0,1269572282
328,3087,3.5,1494211954
249,5218,4.0,1415415305
313,4799,3.0,1030557763
170,208,4.0,840380955
28,68319,3.5,1242883367
357,6942,4.5,1348610655
91,1307,2.5,1112713370
240,31,4.0,849122640
359,2942,3.5,1192499711
239,5010,4.5,1221158841
42,507,4.0,996220661
451,6,4.0,854089242
115,2148,4.0,963848471
66,6979,4.0,1093747456
318,84772,3.5,1424546933
448,5339,4.0,1019127244
352,81562,4.5,1493674457
332,1203,4.0,1352671268
190,4973,5.0,1504310024
355,673,3.0,974966167
28,40583,2.5,1242288972
217,1610,5.0,955935939
288,2539,3.5,1079984108
489,919,4.5,1332773015
599,45722,2.5,1498528161
68,2011,1.0,1158531956
387,6281,3.5,1117430507
582,40815,4.5,1463474262
606,5881,3.0,1171816480
211,32587,4.0,1350912916
219,33166,3.5,1194740180
527,2367,3.0,1033176011
51,924,5.0,1230929275
431,555,5.0,1267051782
82,592,3.5,1084467713
313,1208,4.0,1030557148
1,2353,5.0,964983861
517,52694,1.5,1487955944
518,1876,4.5,1056907529
596,68319,2.5,1535709837
126,500,4.0,845925854
454,4878,3.5,1279547138
82,6373,3.5,1084465461
489,2054,1.5,1333101723
423,3623,3.0,1155285534
448,47640,2.5,1191104574
111,3752,3.0,1516143267
599,3256,3.5,1498798068
140,2344,3.0,942904025
486,47,3.0,839537220
265,3260,4.0,965316522
109,104,2.0,842224863
560,34319,3.5,1469652023
71,837,4.0,864738481
492,832,5.0,863976201
17,260,5.0,1305696468
294,2243,2.0,966595793
202,2989,4.0,974918973
414,5151,4.0,1034001717
392,3298,4.0,1027524346
212,4027,3.5,1523216490
213,69526,3.5,1316196612
306,64969,2.5,1518380735
273,262,4.0,839575105
200,110,4.5,1229886082
414,41716,2.0,1153752805
155,3744,4.0,961860944
410,2150,5.0,990909848
520,1278,5.0,1326609725
558,4993,5.0,1035415811
199,2692,5.0,995165528
329,4262,0.5,1523468403
45,333,4.0,951170509
610,34323,4.0,1493847724
140,2019,4.0,942842814
156,296,5.0,939884874
534,8368,3.5,1459787995
452,1375,4.0,1019580826
583,4306,3.0,1481474165
448,91126,3.5,1357403679
298,56715,3.0,1447599785
244,1610,5.0,975090685
352,2006,3.0,1493673635
428,4745,4.0,1111524943
394,588,2.0,838994173
111,142422,4.5,1516153547
365,135861,5.0,1488333481
274,1291,3.5,1212003442
19,420,2.0,965708098
525,1566,3.5,1476477818
517,4973,3.0,1487957313
292,2302,4.0,1483193953
89,1148,2.0,1520408270
115,2858,1.0,959800667
561,1196,5.0,1491090693
387,1267,3.5,1094876435
561,7153,5.0,1491090706
94,17,1.0,843406942
367,3882,4.0,997813760
290,1231,4.0,975031636
448,144716,2.0,1483221422
57,153,2.0,969753973
558,5312,3.0,1035415667
41,86781,4.0,1459367523
445,4022,2.0,1454621732
571,3706,1.0,966900003
600,27731,5.0,1237746755
495,31410,4.5,1458636645
606,48883,3.0,1178473486
219,2723,4.0,1195349172
448,93980,1.5,1387886171
332,2739,4.0,1352671035
325,5060,4.0,1039395381
249,2278,3.5,1347318785
249,129354,4.5,1425894209
573,7143,4.0,1186589794
608,3686,3.5,1117507131
234,3418,4.0,1004408123
414,6567,4.0,1075733630
271,3897,3.5,1234302630
169,2017,4.0,1059427791
606,7375,2.5,1179949074
223,51662,3.0,1226209848
387,3262,3.5,1117430872
438,185,2.0,1105666240
561,79132,3.5,1491091990
482,2393,4.0,1105396588
43,236,3.0,848993983
249,106100,5.0,1391768291
491,54272,4.0,1526673165
57,1080,4.0,969753218
553,431,4.0,1230774414
288,6333,3.5,1103647769
474,838,3.0,974668977
411,661,2.0,835533404
474,1254,4.5,1077546613
57,1597,3.0,969754612
564,88785,4.0,1481817713
532,1291,5.0,1025523779
331,33794,4.0,1537157714
528,4886,3.5,1391736859
474,257,3.0,1047043563
249,5952,4.5,1346757871
596,142488,4.0,1535709525
438,1393,4.0,1105666460
590,912,5.0,1258416487
19,2011,2.0,965703834
89,73106,1.5,1520408856
249,91500,4.0,1390729976
432,912,5.0,1316391691
603,1947,5.0,954482349
230,2605,3.5,1196304139
453,589,5.0,1005967918
305,84152,4.5,1460135997
520,1924,3.0,1326610830
111,4011,3.0,1519415306
590,5102,3.0,1258417927
413,68157,5.0,1484439867
298,62250,2.0,1447517825
265,3308,3.0,965318108
282,49530,4.5,1378494997
368,2916,3.0,971275634
448,3130,2.0,1019132194
45,380,4.0,950726688
202,1305,4.0,975014509
105,7022,4.5,1446750329
434,230,2.5,1270602435
402,434,5.0,849601295
600,4720,3.0,1237742374
430,66097,3.5,1236604563
93,380,5.0,942946091
529,786,5.0,855583362
6,542,4.0,845554524
438,1431,3.0,1105762906
6,251,3.0,845556257
328,1035,5.0,1494212245
274,6383,2.0,1171786127
607,1036,5.0,963078932
329,1219,2.0,1523468410
227,32,4.5,1447210296
359,1704,4.5,1193179323
603,3386,3.0,963179711
275,1449,3.0,1049076522
599,899,3.0,1498525221
84,319,4.0,857653794
33,1721,4.0,939646820
527,4289,1.0,1033173581
610,48385,4.5,1493847017
448,8781,3.5,1103897760
365,79702,2.5,1488332782
580,37382,3.5,1167674827
249,2797,4.0,1354896440
474,3219,2.5,1060105547
314,236,3.0,834398414
597,1627,4.0,941729576
57,1196,4.0,965798130
599,98503,3.0,1519325096
489,47,3.0,1333101316
561,86298,1.5,1491091589
154,1580,3.5,1486297224
487,112552,3.0,1428574489
551,5816,4.0,1504925719
272,148626,4.5,1537470612
599,39,3.0,1498525783
320,62999,3.5,1284251097
15,2762,3.0,1510571764
522,110102,5.0,1399611273
593,2683,1.5,1181007822
294,1784,3.0,966595488
141,4025,2.5,1513132395
489,266,3.5,1332773991
63,780,3.0,1443201081
212,53125,3.0,1523216631
599,466,3.5,1498501360
479,110,2.0,1039360660
198,215,5.0,1034138495
202,1136,5.0,974923446
177,4700,4.0,1435525215
381,4973,5.0,1200824153
580,1206,4.0,1167790316
398,5618,5.0,1311207857
111,102407,3.5,1516141346
105,60904,4.0,1446572263
380,5349,4.0,1494528163
187,5570,4.0,1161850495
339,85774,4.0,1460184176
232,76251,4.5,1272846205
70,2366,4.5,1355184671
4,357,3.0,964623306
305,589,5.0,1460135760
168,44555,5.0,1306801838
483,7757,4.0,1215872103
167,185,1.5,1154718963
199,3196,3.5,1095331575
580,6692,2.0,1167792078
379,292,4.0,847397342
446,47,4.0,843839250
182,4223,2.0,1054782670
486,356,5.0,839537017
525,8264,3.5,1476477370
608,1609,3.5,1117502488
318,105254,4.0,1439059638
381,2701,2.0,1167542302
318,1196,3.0,1254132819
289,2174,4.5,1143424633
606,3640,4.0,1171501173
596,1968,3.5,1535827140
305,136864,2.0,1520444419
474,3503,2.5,1055769575
51,377,3.0,1230931596
560,1196,4.0,1469647857
288,3552,3.0,975692602
187,866,4.0,1161850347
313,2513,2.0,1030475865
122,53000,3.5,1461562258
115,2792,5.0,944950887
606,7046,3.5,1171405196
328,96079,3.5,1494211434
133,454,3.0,843491396
510,3608,4.0,1141159186
274,6664,3.5,1171828354
470,95,3.0,849843245
432,4975,3.0,1315243453
336,2502,5.0,1122227584
312,1617,4.0,1043177460
50,176101,1.0,1514498012
40,231,1.0,832058959
74,48698,5.0,1207499649
441,593,4.5,1449070651
599,6996,1.5,1519233780
483,47610,4.0,1415579163
361,2858,2.5,1204048178
139,60072,1.5,1453925062
599,5665,2.5,1498514669
33,2443,3.0,939654747
287,3916,1.5,1110230137
143,7255,3.0,1444880270
414,364,4.0,961519028
596,103042,3.0,1535709903
68,2273,2.5,1158534445
253,55620,3.5,1286644428
10,81784,2.5,1455357716
328,4973,4.5,1494211933
7,2353,3.5,1106635625
596,3440,2.5,1535712095
477,1792,4.0,1201160077
561,130520,1.0,1491091721
66,7046,4.5,1113190403
580,3893,3.5,1167861771
462,2146,0.5,1171502799
365,3147,4.0,1489796957
279,61132,4.5,1506394261
28,899,2.0,1234334934
504,7153,4.0,1077909201
448,3701,3.0,1019563464
313,968,5.0,1030474778
428,4223,3.0,1111623489
326,86882,3.0,1324235547
73,68319,4.0,1464275360
584,1,5.0,834987643
265,1374,5.0,965314952
386,610,3.0,842613889
42,2707,4.0,996262104
353,595,4.0,831939669
434,356,4.5,1270604589
79,1218,5.0,975281934
288,2916,3.0,975692044
318,1273,4.0,1413116844
